producto,marca,descripcion,url_producto,imagen,mpn,sku,precio_bajo,precio_alto
Salsa pesto La Parmesana parmesano y albahaca 20 g.,La Parmesana,,https://www.carrefour.com.ar/salsa-pesto-la-parmesana-parmesano-y-albahaca-20-g/p,https://carrefourar.vtexassets.com/arquivos/ids/193788/7796373182100_02_2.jpg?v=1771450068,443799,28231,142.0,142.0
Aderezo NotMayo® light doypack 200 g.,NotCo,"La NotMayo® Light reducida 27% en calorías vs Not Mayo Original, es extremadamente cremosa, equilibrada y está hecha a base de plantas.
Además, no contiene derivados lácteos, ni huevo, es libre de gluten, y por ser de origen vegetal, no contiene colesterol. Es apta para veganos. 
No queríamos cambiar los alimentos que amás, así que cambiamos la forma de hacerlos. Probá una mayo reinventada: para la gente de hoy, para la comida de hoy, y para el futuro del planeta. 
Match de todas tus comidas. Probala! WHY NOT?",https://www.carrefour.com.ar/aderezo-notmayo-light-doypack-200-g-686831/p,https://carrefourar.vtexassets.com/arquivos/ids/240733/7798342150677_01.jpg?v=1771446155,686831,79026,246.0,246.0
Aceitunas verdes Nucete 500 g.,Nucete,,https://www.carrefour.com.ar/aceitunas-verdes-nucete-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/256432/7792070001133_01.jpg?v=1771453691,10240,3708,593.0,593.0
"Vinagre de alcohol Casalta pet 1,3 lts.",Casalta,,https://www.carrefour.com.ar/vinagre-de-alcohol-casalta-pet-13-lts-524536/p,https://carrefourar.vtexassets.com/arquivos/ids/311982/7790139000424_02.jpg?v=1771425828,524536,138133,325.0,325.0
Aderezo light Cocinero 500 cc.,Cocinero,,https://www.carrefour.com.ar/aderezo-light-cocinero-500-cc/p,https://carrefourar.vtexassets.com/arquivos/ids/312378/7790070228048_E01.jpg?v=1771448964,533912,42325,270.5,270.5
Nuez moscada en grano 2 u.,Genérico,,https://www.carrefour.com.ar/nuez-moscada-en-grano-2-u/p,https://carrefourar.vtexassets.com/arquivos/ids/201709/2920725100008_02.jpg?v=1771453808,402720,8334,349.9,349.9
Paté de atún Carrefour 80 g.,Carrefour,,https://www.carrefour.com.ar/pate-de-atun-carrefour-80-g/p,https://carrefourar.vtexassets.com/arquivos/ids/206332/7798152222182_01.jpg?v=1771448790,483873,60065,183.0,183.0
Premezcla para bizcochuelo Exquisita coco 540 g.,Exquisita,,https://www.carrefour.com.ar/premezcla-para-bizcochuelo-exquisita-coco-540-g/p,https://carrefourar.vtexassets.com/arquivos/ids/312434/7790070412386_E01.jpg?v=1771454348,582199,8746,530.0,530.0
Sopa Knorr quick sabor choclo 5 uni,Knorr,,https://www.carrefour.com.ar/sopa-knorr-quick-sabor-choclo-5-uni-715288/p,https://carrefourar.vtexassets.com/arquivos/ids/274809/7794000006928_E02.jpg?v=1771454820,715288,122373,299.0,299.0
Arroz para sushi,Genérico,,https://www.carrefour.com.ar/arroz-para-sushi/p,https://carrefourar.vtexassets.com/arquivos/ids/171044/7798143356032_02.jpg?v=1771449966,644271,13127,310.0,310.0
Albahaca La Parmesana sobre 20 g.,La Parmesana,,https://www.carrefour.com.ar/albahaca-la-parmesana-sobre-20-g/p,https://carrefourar.vtexassets.com/arquivos/ids/214469/7796373113005_02.jpg?v=1771453765,398770,73833,131.25,131.25
Papas fritas Krachitos tradicional 170 g.,Krachitos,,https://www.carrefour.com.ar/papas-fritas-krachitos-tradicional-170-g-717244/p,https://carrefourar.vtexassets.com/arquivos/ids/308215/7794520868778_E01.jpg?v=1771422857,717244,131209,556.0,556.0
Fideos fusilli Wakas multicereal kale 250 g. sin TACC,Wakas,"Si creés que podés ser celíaco/a, consultá a tu médico/a. Si tu diagnóstico es la celiaquía, llevá una dieta libre de gluten.",https://www.carrefour.com.ar/fideos-fusilli-wakas-multicereal-kale-250-g-sin-tacc/p,https://carrefourar.vtexassets.com/arquivos/ids/234573/7798031470093_02.jpg?v=1771456220,640389,12585,436.0,436.0
Ajo en polvo Dos Anclas sobre 20 g.,Dos Anclas,,https://www.carrefour.com.ar/ajo-en-polvo-dos-anclas-sobre-20-g-697263/p,https://carrefourar.vtexassets.com/arquivos/ids/240212/7792900990859_02.jpg?v=1771456167,697263,90219,142.0,142.0
Papas fritas Krachitos tradicional 115 g.,Krachitos,,https://www.carrefour.com.ar/papas-fritas-krachitos-tradicional-115-g-717243/p,https://carrefourar.vtexassets.com/arquivos/ids/308212/7794520868761_E01.jpg?v=1771441358,717243,131225,406.0,406.0
Mayonesa Menoyo light doy pack 500 cc.,Menoyo,,https://www.carrefour.com.ar/mayonesa-menoyo-light-doy-pack-500-cc/p,https://carrefourar.vtexassets.com/arquivos/ids/210910/7790130002793_02.jpg?v=1771455445,685226,73414,286.5,286.5
Bicarbonato de sodio Chango 50 g.,Chango,,https://www.carrefour.com.ar/bicarbonato-de-sodio-chango-50-g/p,https://carrefourar.vtexassets.com/arquivos/ids/221157/7791100000399_02.jpg?v=1771453104,623437,13357,109.5,109.5
Salsa picante La Parmesana 180 cc.,La Parmesana,,https://www.carrefour.com.ar/salsa-picante-la-parmesana-180-cc/p,https://carrefourar.vtexassets.com/arquivos/ids/182251/7796373002934_02.jpg?v=1771453523,398766,9783,302.0,302.0
Saborizador Knorr carne sobre 30 g.,Knorr,"El sabor está en nuestra naturaleza: En Knorr creemos que ingredientes de calidad traen los mejores sabores. Por eso estamos estableciendo el Compromiso Sustentable Knorr con nuestros agricultores, para asegurarnos que nuestros cultivos reciban todos los cuidados necesarios, ofreciendo ingredientes sabrosos y cultivados sustentablemente para toda tu familia. Knorr, naturalmente delicioso. Para lograr sabores increíbles en tus comidas, sazonador Knorr para carne. DE LA HUERTA A LA MESA CON KNORR: - NUESTRA RECETA COMIENZA EN EL CAMPO: con el cultivo en la tierra fértil, donde los vegetales son cultivados con dedicación agricultores responsables que respetan la tierra. - ARRANCA LA CARRERA: luego de meses de crecimiento y cuidado, recolectamos nuestras verduras en el pico máximo de madurez. Comienza entonces el proceso para asegurar el mejor sabor. - PRESERVANDO EL SABOR DE LOS VEGETALES: preservar el sabor de los vegetales es tan importante como la forma en que cultivamos nuestros vegetales. Es por eso que los deshidratamos, para mantener el sabor con el que fueron cosechados. - EL SABOR DE LA SUSTENTABILIDAD: acá es donde todo el trabajo toma forma. Nuestros chefs trabajan en conjunto con los agricultores para asegurar que la dedicación desde el cultivo hace una diferencia real en los productos Knorr y en las comidas que preparas en tu casa. En Knorr promovemos una alimentación rica y variada que estimule mejores hábitos a la hora de cocinar y comer, que impacte positivamente en el bienestar de las personas y contribuya a un futuro más sostenible. Comé más variado y rico con Knorr Con nuestro Mix de sabor Knorr todas tus recetas realzan su sabor. Probalo en recetas con verduras, carne y pollo. ¡También proba el caldo en cubos Knorr de otros sabores!",https://www.carrefour.com.ar/saborizador-knorr-carne-sobre-30-g-694542/p,https://carrefourar.vtexassets.com/arquivos/ids/278048/7794000004528_01.jpg?v=1771451158,694542,86669,109.5,109.5
Garbanzos La campagnola secos remojados 300 g.,La Campagnola,,https://www.carrefour.com.ar/garbanzos-la-campagnola-secos-remojados-300-g-714217/p,https://carrefourar.vtexassets.com/arquivos/ids/274798/7793360132469_02.jpg?v=1771424882,714217,120456,230.89,230.89
Saborizador Alicante bolsa horno mostaza 30 g.,Alicante,,https://www.carrefour.com.ar/saborizador-alicante-bolsa-horno-mostaza-30-g/p,https://carrefourar.vtexassets.com/arquivos/ids/324388/7790150498057_01.jpg?v=1771454910,685118,73327,282.5,282.5
Bizcochuelo Exquisita chocolate sin TACC 450 g.,Exquisita,,https://www.carrefour.com.ar/bizcochuelo-exquisita-chocolate-sin-tacc-450-g/p,https://carrefourar.vtexassets.com/arquivos/ids/312513/7790070410771_E01.jpg?v=1771448055,674944,40558,679.0,679.0
Canela molida Chango sobre 40 g.,Chango,,https://www.carrefour.com.ar/canela-molida-chango-sobre-40-g/p,https://carrefourar.vtexassets.com/arquivos/ids/221156/7791100046151_02.jpg?v=1771447313,644336,13578,259.0,259.0
Salsa filetto Marolio tetra 200 g.,Marolio,,https://www.carrefour.com.ar/salsa-filetto-marolio-tetra-200-g-694117/p,https://carrefourar.vtexassets.com/arquivos/ids/235097/7797470197936_02.jpg?v=1771450259,694117,86098,141.2,141.2
Sopa de fideos Alicante tipo campestre 68 g.,Alicante,,https://www.carrefour.com.ar/sopa-de-fideos-alicante-tipo-campestre-68-g-698999-698999/p,https://carrefourar.vtexassets.com/arquivos/ids/324398/7790150441343_E01.jpg?v=1771434679,698999,93794,138.0,138.0
Sopa de fideos Alicante tipo campestre 68 g.,Alicante,,https://www.carrefour.com.ar/sopa-de-fideos-alicante-tipo-campestre-68-g-698999-698999/p,https://carrefourar.vtexassets.com/arquivos/ids/324398/7790150441343_E01.jpg?v=1771434679,698999,93794,138.0,138.0
Aceto reducción Lira pet 250 cc.,Lira,,https://www.carrefour.com.ar/aceto-reduccion-lira-pet-250-cc-700863/p,https://carrefourar.vtexassets.com/arquivos/ids/312440/7790070231956_E01.jpg?v=1771450258,700863,97418,661.0,661.0
Sopa de zapallo Carrefour caja x 5 uni,Carrefour,,https://www.carrefour.com.ar/sopa-de-zapallo-carrefour-caja-x-5-uni-700787/p,https://carrefourar.vtexassets.com/arquivos/ids/254720/7791720026625_01.jpg?v=1771414053,700787,96319,318.0,318.0
Aceitunas verdes Castell doy pack 170 g.,Castell,,https://www.carrefour.com.ar/aceitunas-verdes-castell-doy-pack-x-170-grs/p,https://carrefourar.vtexassets.com/arquivos/ids/193064/7791675908458_02.jpg?v=1771417538,672441,34060,270.0,270.0
Canela molida Pergola 25 g. sin TACC,Pergola,"Si creés que podés ser celíaco/a, consultá a tu médico/a. Si tu diagnóstico es la celiaquía, llevá una dieta libre de gluten.",https://www.carrefour.com.ar/canela-molida-pergola-25-g-sin-tacc/p,https://carrefourar.vtexassets.com/arquivos/ids/188353/7797234000342_02.jpg?v=1771450879,649789,12261,96.5,96.5
Premezcla para torta Exquisita con chips chocolate 500 g.,Exquisita,,https://www.carrefour.com.ar/premezcla-para-torta-exquisita-con-chips-chocolate-500-g-582201/p,https://carrefourar.vtexassets.com/arquivos/ids/312432/7790070412515_E01.jpg?v=1771444578,582201,9244,610.0,610.0
Aceitunas verdes Nucete en rodajas dp 220 g.,Nucete,,https://www.carrefour.com.ar/aceitunas-verdes-nucete-en-rodajas-dp-220-g/p,https://carrefourar.vtexassets.com/arquivos/ids/271095/7792070054351_01.jpg?v=1771454934,711899,116735,318.0,318.0
Albahaca 50 g.,Genérico,,https://www.carrefour.com.ar/albahaca-50-g/p,https://carrefourar.vtexassets.com/arquivos/ids/201778/2920723900006_02.jpg?v=1771438072,402707,9009,227.0,227.0
Palitos salados con queso Pehuamar bolsa 180 g.,Pehuamar,,https://www.carrefour.com.ar/palitos-salados-con-queso-pehuamar-bolsa-180-g/p,https://carrefourar.vtexassets.com/arquivos/ids/316683/7790310984406_E01.jpg?v=1771453026,676519,44639,362.0,362.0
Palitos de maíz super queso Cheetos 94 g.,Cheetos,,https://www.carrefour.com.ar/palitos-de-maiz-super-queso-cheetos-94-g/p,https://carrefourar.vtexassets.com/arquivos/ids/316772/7790310984499_E01.jpg?v=1771454670,676500,44933,417.0,417.0
Fideos tallarines Punta Mogotes con espinaca 500 g.,Punta Mogotes,,https://www.carrefour.com.ar/fideos-tallarines-punta-mogotes-con-espinaca-500-g-691850/p,https://carrefourar.vtexassets.com/arquivos/ids/231860/7793860000053_02.jpg?v=1771451399,691850,84853,369.0,369.0
Pimienta negra molida La parmesana 25 g.,La Parmesana,,https://www.carrefour.com.ar/pimienta-negra-molida-la-parmesana-25-g/p,https://carrefourar.vtexassets.com/arquivos/ids/176090/7796373000367_02.jpg?v=1771454671,607987,7710,216.5,216.5
Maní salado Pehuamar bolsa 150 g.,Pehuamar,,https://www.carrefour.com.ar/mani-salado-pehuamar-bolsa-150-g/p,https://carrefourar.vtexassets.com/arquivos/ids/316681/7790310984079_E01.jpg?v=1771452122,676505,44944,364.77,364.77
Maní pelado Krachitos frito salado 70 g.,Krachitos,,https://www.carrefour.com.ar/mani-pelado-krachitos-frito-salado-70-g-717258/p,https://carrefourar.vtexassets.com/arquivos/ids/308257/7794520868983_E01.jpg?v=1771454874,717258,131213,178.0,178.0
Papas fritas Krechitos corte americano 170 g.,Krachitos,,https://www.carrefour.com.ar/papas-fritas-krechitos-corte-americano-170-g-717248/p,https://carrefourar.vtexassets.com/arquivos/ids/308226/7794520868822_E01.jpg?v=1771453202,717248,131220,556.0,556.0
Premezcla Exquisita cookies vainilla con chips 300 g.,Exquisita,,https://www.carrefour.com.ar/premezcla-exquisita-cookies-vainilla-con-chips-300-g/p,https://carrefourar.vtexassets.com/arquivos/ids/312468/7790070410795_E01.jpg?v=1771443489,685141,73429,390.0,390.0
Fideos ave maría Matarazzo bolsa 500 g.,Matarazzo,,https://www.carrefour.com.ar/fideos-ave-maria-matarazzo-bolsa-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/214293/7790070320018_02.jpg?v=1771441616,582193,73428,234.0,234.0
Aceite de girasol Cada Día 900 cc.,Cada Día,,https://www.carrefour.com.ar/aceite-de-girasol-cada-dia-900-cc/p,https://carrefourar.vtexassets.com/arquivos/ids/155431/7790272004785_02.jpg?v=1771454418,599951,21998,526.0,526.0
Aceto Casalta reducción 250 cc.,Casalta,,https://www.carrefour.com.ar/aceto-casalta-reduccion-250-cc-691843/p,https://carrefourar.vtexassets.com/arquivos/ids/231784/7790139101466_01.jpg?v=1771439166,691843,84877,685.0,685.0
Saborizador Alicante bolsa horno finas hierbas 30 g.,Alicante,,https://www.carrefour.com.ar/saborizador-alicante-bolsa-horno-finas-hierbas-30-g/p,https://carrefourar.vtexassets.com/arquivos/ids/324361/7790150497852_01.jpg?v=1771453398,685112,73340,282.5,282.5
Salsa alioli Dos Anclas 340 g.,Aleluya,,https://www.carrefour.com.ar/salsa-alioli-dos-anclas-340-g-697265/p,https://carrefourar.vtexassets.com/arquivos/ids/275585/7792900990774_E02.jpg?v=1771456160,697265,90263,761.0,761.0
Maní saborizado barbacoa Croppers 80 g.,Croppers,,https://www.carrefour.com.ar/mani-saborizado-barbacoa-croppers-80-g/p,https://carrefourar.vtexassets.com/arquivos/ids/207338/7790524324036_02.jpg?v=1771455955,683434,60171,183.0,183.0
Saborizador gallina Alicante sobre x 4 uni,Alicante,,https://www.carrefour.com.ar/saborizador-gallina-alicante-sobre-x-4-uni/p,https://carrefourar.vtexassets.com/arquivos/ids/324462/7790150432440_E01.jpg?v=1771452074,683968,61502,185.5,185.5
Sémola vegetales Vitina caja 250 g.,Vitina,,https://www.carrefour.com.ar/semola-vegetales-vitina-caja-250-g/p,https://carrefourar.vtexassets.com/arquivos/ids/203812/7790070318909_02.jpg?v=1771440326,584847,56329,324.0,324.0
Pimienta negra Dos Anclas molida 25 g.,Dos Anclas,,https://www.carrefour.com.ar/pimienta-negra-dos-anclas-molida-25-g/p,https://carrefourar.vtexassets.com/arquivos/ids/176382/7792900009162_02.jpg?v=1771437902,82899,3513,241.92,241.92
Sal fina Dos Estrellas 500 g.,Dos Estrellas,,https://www.carrefour.com.ar/sal-fina-dos-estrellas-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/181458/7792900092706_02.jpg?v=1771450041,592519,7246,122.5,122.5
Garbanzos secos remojador Carrefour en lata 300 g.,Carrefour,,https://www.carrefour.com.ar/garbanzos-secos-remojador-carrefour-en-lata-300-g-695078/p,https://carrefourar.vtexassets.com/arquivos/ids/311900/7791720025383_02.jpg?v=1771454057,695078,87322,150.45,150.45
Salsa blanca La Parmesana sobre 40 g.,La Parmesana,,https://www.carrefour.com.ar/salsa-blanca-la-parmesana-sobre-40-g/p,https://carrefourar.vtexassets.com/arquivos/ids/214470/7796373182001_02.jpg?v=1771441072,443795,73822,117.5,117.5
Discos de arroz Dos Hermanos sabor salame,Dos Hermanos,,https://www.carrefour.com.ar/discos-de-arroz-dos-hermanos-sabor-salame/p,https://carrefourar.vtexassets.com/arquivos/ids/196688/7790503199044_02.jpg?v=1771440093,674179,39544,218.0,218.0
Sopa crema Knorr arvejas 64 g.,Knorr,"La sopa crema de Arvejas está hecha con ingredientes seleccionados y ¡sin conservantes! Es la mejor opción para tus comidas en familia. Es rica, reconfortante y saludable. Prepararla es muy fácil: Disolver el contenido del sobre en 1 litro de agua fría (más o menos 4 tazas) con un batidor de alambre o tenedor. Si te gusta la sopa todavía más cremosa, reemplaza una taza de agua por una de leche fría. Calentar a fuego moderado, revolviendo de vez en cuando. Una vez que hierva, bajar el fuego y dejar cocinando 3 minutos con la cacerola semi tapada. En Knorr creemos que ingredientes de calidad traen los mejores sabores. Por eso estamos estableciendo el Compromiso Sustentable Knorr con nuestros agricultores, para asegurarnos que nuestros cultivos reciban todos los cuidados necesarios, ofreciendo ingredientes sabrosos y cultivados sustentablemente para toda tu familia. Los beneficios de una agricultura sustentable están relacionados con el uso racional de los recursos naturales y su impacto en el medio ambiente. Esto significa una gran ventaja para la vida de las personas en general y el de nuestros agricultores en particular, toda vez que su actividad se desarrolla en relación directa con estos recursos tan preciados. En Knorr promovemos una alimentación rica y variada que estimule mejores hábitos a la hora de cocinar y comer, que impacte positivamente en el bienestar de las personas y contribuya a un futuro más sostenible. ¡ Comé más variado y rico con Knorr! También no dejes de probar nuestras opciones de sopa Quick con vegetales deshidratados. Conoce más en www.knorr.com",https://www.carrefour.com.ar/sopa-crema-knorr-arvejas-64-g-695112/p,https://carrefourar.vtexassets.com/arquivos/ids/248491/7794000005891_01.jpg?v=1771454866,695112,88291,226.5,226.5
Saborizador Alicante bolsa horno criollo 30 g.,Alicante,,https://www.carrefour.com.ar/saborizador-alicante-bolsa-horno-criollo-30-g/p,https://carrefourar.vtexassets.com/arquivos/ids/324302/7790150497951_01.jpg?v=1771435226,685115,73366,282.5,282.5
Fideos penne rigate Bonalma 500 g.,Bonalma,,https://www.carrefour.com.ar/fideos-penne-rigate-bonalma-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/197360/7798199870025_02.jpg?v=1771449736,675976,42945,449.0,449.0
Fideos penne rigate Bonalma 500 g.,Bonalma,,https://www.carrefour.com.ar/fideos-penne-rigate-bonalma-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/197360/7798199870025_02.jpg?v=1771449736,675976,42945,449.0,449.0
Aderezo Hellmanns de ajo 360 g.,Hellmanns,"La nueva Mayonesa Hellmann&apos;s Ajo (340 g) es irresistiblemente rica. Al mundo entero le apasiona la comida, nos deslumbra, nos desafía y nos da curiosidad, tomamos fotos, compartimos nuestros platos, pero no podemos olvidarnos de la mejor parte, ¡El sabor! En Hellmann’s estamos a favor de la buena comida. El sabor es la razón por la cual Hellmann&apos;s existe y para conseguir el mejor sabor seleccionamos ingredientes de la más alta calidad. Porque creemos que productos de calidad, se hacen con ingredientes de calidad. ¡Probá la nueva Mayonesa Hellmann&apos;s Ajo! Es irresistible y le da un sabor riquísimo a tus comidas. Transforma cualquier plato que elijas en uno mucho más rico. Hellmann&apos;s Ajo tiene un delicioso sabor y un toque justo de ajo para acompañar todas tus comidas. Es un aderezo hecho 100% a base de plantas. Libre de colesterol y sin T.A.C.C. (Libre de gluten). Toda la cremosidad de Hellmann’s en un solo aderezo. Conocé a toda la familia Hellmann’s y anímate a probar sabores irresistibles: Mayonesa Hellmann’s Light, Clásica, Vegana, Salsa Golf y nuestros riquísimos aderezos parrilleros: Ají picante, Barbacoa y Ahumada. Inspírate en www.hellmanns.com.ar y deslumbrá a todos con estas deliciosas recetas junto a Hellmann’s. El sabor irresistible y cremosidad de Hellmann&apos;s, con el toque justo de ajo. En Hellmann&apos;s llegamos al mundo para ponerle ese toque de sabor irresistible a todas tus comidas.",https://www.carrefour.com.ar/aderezo-hellmanns-de-ajo-360-g-710578/p,https://carrefourar.vtexassets.com/arquivos/ids/266151/7794000006539_E02.jpg?v=1771441025,710578,114782,545.0,545.0
Papas fritas Lays clásicas 45 g.,Lays,,https://www.carrefour.com.ar/papas-fritas-lays-clasicas-45-g/p,https://carrefourar.vtexassets.com/arquivos/ids/316627/7790310983997_E01.jpg?v=1771453842,674648,40575,251.0,251.0
Garbanzo Olinto bolsa 400 g.,Olinto,,https://www.carrefour.com.ar/garbanzo-olinto-bolsa-400-g/p,https://carrefourar.vtexassets.com/arquivos/ids/202129/7798048720433_02.jpg?v=1771452379,530983,43427,418.0,418.0
Semillas de girasol Pipas gigantes 180 g.,Pipas,,https://www.carrefour.com.ar/semillas-de-girasol-pipas-gigantes-180-g-695114/p,https://carrefourar.vtexassets.com/arquivos/ids/240136/7798044151163_02.jpg?v=1771442792,695114,88201,367.0,367.0
Conos Mega 3D sabor queso 143 g.,Genérico,,https://www.carrefour.com.ar/conos-mega-3d-sabor-queso-143-g-706851/p,https://carrefourar.vtexassets.com/arquivos/ids/316666/7790310985137_E01.jpg?v=1771442257,706851,105417,596.0,596.0
Fideos Lucchetti fussilli 500 g.,Lucchetti,,https://www.carrefour.com.ar/fideos-lucchetti-fussilli-500-g-718793/p,https://carrefourar.vtexassets.com/arquivos/ids/318021/7790070335401_02.jpg?v=1771450571,718793,140519,260.0,260.0
Aderezo vegano Hellmann&apos;s 500 g.,Hellmanns,,https://www.carrefour.com.ar/aderezo-vegano-hellmann-s-500-g-707581/p,https://carrefourar.vtexassets.com/arquivos/ids/276880/7794000005433_E02.jpg?v=1771448495,707581,106131,358.0,358.0
Condimento Alicante empanadas sobre 25 g.,Alicante,,https://www.carrefour.com.ar/condimento-alicante-empanadas-sobre-25-g/p,https://carrefourar.vtexassets.com/arquivos/ids/324348/7790150497272_01.jpg?v=1771435559,685593,74085,189.5,189.5
Aceto balsámico Glaze Casalta reducción 250 cc.,Casalta,"Reducción de nuestros mejores acetos, es un excelente aliado a la hora de laquear, condimentar y decorar.",https://www.carrefour.com.ar/aceto-balsamico-glaze-casalta-reduccion-250-cc/p,https://carrefourar.vtexassets.com/arquivos/ids/182680/7790139004330_02.jpg?v=1771444169,600318,23631,683.0,683.0
Mini tostaditas Twistos cuatro queso 40 g.,Twistos,,https://www.carrefour.com.ar/mini-tostaditas-twistos-cuatro-queso-40-g-707663/p,https://carrefourar.vtexassets.com/arquivos/ids/316613/7790310984420_E01.jpg?v=1771454173,707663,106119,187.0,187.0
Salsa de soja Darama 500 cc.,Darama,,https://www.carrefour.com.ar/salsa-de-soja-darama-500-cc/p,https://carrefourar.vtexassets.com/arquivos/ids/181641/7790377001405_02.jpg?v=1771442352,503359,6178,824.0,824.0
Mix especias Alicante a las brasas sobre 25 g.,Alicante,,https://www.carrefour.com.ar/mix-especias-alicante-a-las-brasas-sobre-25-g/p,https://carrefourar.vtexassets.com/arquivos/ids/324440/7790150532706_01.jpg?v=1771438181,687667,79948,195.0,195.0
Porotos alubia Inalpa secos remojados sin sal vida 300 g.,Inalpa,,https://www.carrefour.com.ar/porotos-alubia-inalpa-secos-remojados-sin-sal-vida-300-g-695933/p,https://carrefourar.vtexassets.com/arquivos/ids/241901/7792350067231_02.jpg?v=1771453399,695933,88569,170.5,170.5
Fideos fusilli Wakas arroz con amaranto 250 g. sin TACC,Wakas,"Si creés que podés ser celíaco/a, consultá a tu médico/a. Si tu diagnóstico es la celiaquía, llevá una dieta libre de gluten.",https://www.carrefour.com.ar/fideos-fusilli-wakas-arroz-con-amaranto-250-g-sin-tacc/p,https://carrefourar.vtexassets.com/arquivos/ids/234571/7798031470048_02.jpg?v=1771454556,600926,12340,436.0,436.0
Aceite de manteca Lira aerosol 120 g.,Lira,,https://www.carrefour.com.ar/aceite-de-manteca-lira-aerosol-120-g-704974/p,https://carrefourar.vtexassets.com/arquivos/ids/254584/7790070231932_01.jpg?v=1771451511,704974,100939,440.0,440.0
Salsa barbacoa Hellmann&apos;s doy pack 500 g.,Hellmanns,,https://www.carrefour.com.ar/salsa-barbacoa-hellmann-s-doy-pack-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/322205/7794000003576_E01.jpg?v=1771454894,682669,59260,444.0,444.0
Vegetales deshidratados Knorr zanahoria 100 g.,Knorr,"Nuevos Knorr Vegetales Deshidratados: sin sal, sin aditivos, sin conservantes y sin tacc. En Knorr cosechamos vegetales frescos, los lavamos, seleccionamos y picamos, y luego los deshidratamos cuidadosamente preservando al máximo sus características naturales para que puedas usarlos durante todo el año. Con Knorr Vegetales Deshidratados tené tus vegetales preferidos siempre en la alacena de tu casa. Agregalos a las preparaciones que quieras, salsas, arroz u otras preparaciones que contengan agua durante la cocción, ¡y sumale vegetales a todas tus comidas! Es muy fácil de usar, hidratá los vegetales en agua por 3 minutos, podés hacerlo hirviendo agua en una olla o calentándolos en el microondas. Colalos y ya están listos para usar. Los Vegetales Deshidratados Knorr son productos libres de gluten (sin Tacc). Knorr es la 2ª marca más elegida por los argentinos. Es considerada como el aliado ideal en la cocina, haciendo que cocinar sea más fácil y accesible para todos. ¡Probá los nuevos Vegetales Deshidratados Zanahoria! No te pierdas las otras variedades: Cebolla, Espinaca y Morrón. Con Knorr comé lo bueno. Ingresá al sitio web de Knorr www.knorr.com.ar y descubrí recetas e ideas nuevas para sacar lo mejor de tus preparaciones con Vegetales Deshidratados. ¡Tus vegetales favoritos en tu alacena todo el año!",https://www.carrefour.com.ar/vegetales-deshidratados-knorr-zanahoria-100-g-697548/p,https://carrefourar.vtexassets.com/arquivos/ids/246174/7794000006126_01.jpg?v=1771454654,697548,91598,264.75,264.75
Perejil deshidratado 50 g.,Genérico,,https://www.carrefour.com.ar/perejil-deshidratado-50-g/p,https://carrefourar.vtexassets.com/arquivos/ids/176519/2920725400009_02.jpg?v=1771428997,402723,8942,250.0,250.0
Peras Carrefour en mitades 820 g.,Carrefour,,https://www.carrefour.com.ar/peras-carrefour-en-mitades-820-g-22364/p,https://carrefourar.vtexassets.com/arquivos/ids/188427/7798141718177_01.jpg?v=1771453999,464887,22364,654.12,654.12
Flan Serenito de vainilla en pote 100 g.,Serenito,,https://www.carrefour.com.ar/flan-serenito-de-vainilla-en-pote-100-g-716093/p,https://carrefourar.vtexassets.com/arquivos/ids/307410/7791337006690_E01.jpg?v=1771445399,716093,127198,213.5,213.5
Aderezo humo La Parmesana 180 cc.,La Parmesana,,https://www.carrefour.com.ar/aderezo-humo-la-parmesana-180-cc/p,https://carrefourar.vtexassets.com/arquivos/ids/181841/7796373000503_02.jpg?v=1771453522,592215,28229,277.5,277.5
Maíz pisingallo 500 g.,Genérico,,https://www.carrefour.com.ar/maiz-pisingallo-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/177334/2611346000005_02.jpg?v=1771453447,496092,9333,250.0,250.0
Pickles mixtos Vanoli 160 g.,Vanoli,,https://www.carrefour.com.ar/pickles-mixtos-vanoli-160-g/p,https://carrefourar.vtexassets.com/arquivos/ids/170057/7790127742022_02.jpg?v=1771442756,621301,6094,260.0,260.0
Curry La Parmesana sobre 20 g.,La Parmesana,,https://www.carrefour.com.ar/curry-la-parmesana-sobre-20-g/p,https://carrefourar.vtexassets.com/arquivos/ids/176110/7796373114408_02.jpg?v=1771448953,440164,28227,94.0,94.0
Condimento para empanadas 50 g.,Genérico,description,https://www.carrefour.com.ar/condimento-para-empanadas-50-g/p,https://carrefourar.vtexassets.com/arquivos/ids/201780/2920723800009_02.jpg?v=1771447717,402706,8550,129.0,129.0
Aceitunas verdes Nucete dp 220 g.,Nucete,,https://www.carrefour.com.ar/aceitunas-verdes-nucete-dp-220-g-711901/p,https://carrefourar.vtexassets.com/arquivos/ids/271093/7792070054344_01.jpg?v=1771452018,711901,116723,246.0,246.0
Papa frita corte español 100 g.,Genérico,,https://www.carrefour.com.ar/papa-frita-corte-espanol-100-g-590722/p,https://carrefourar.vtexassets.com/arquivos/ids/266446/2658628000001_02.jpg?v=1771433074,590722,50152,187.0,187.0
