producto,marca,descripcion,rubro,url_producto,imagen,mpn,sku,precio_bajo,precio_alto
Jabón de tocador Rexona orchid 3x 125 g.,Rexona,,Perfumeria,https://www.carrefour.com.ar/jabon-de-tocador-rexona-orchid-3-x-125-g-709072/p,https://carrefourar.vtexassets.com/arquivos/ids/259915/7791293046563_01.jpg?v=1771589879,709072,107427,587.0,587.0
Antitranspirante en roll on Hinds hidratante 60 g.,Hinds,HINDS INTRAHIDRATANTE SOFT Antitranspirante ofrece protección durante 24 hs al mismo tiempo que humecta la piel gracias a su fórmula sin alcohol.,Perfumeria,https://www.carrefour.com.ar/antitranspirante-en-roll-on-hinds-hidratante-60-g/p,https://carrefourar.vtexassets.com/arquivos/ids/175553/7794640171246_01.jpg?v=1771590021,566019,7622,316.0,316.0
Afeitadora con afeitadas suaves Gillette prestobarba3 2 uni,Gillette,,Perfumeria,https://www.carrefour.com.ar/afeitadora-con-afeitadas-suaves-gillette-prestobarba3-2-uni-696494/p,https://carrefourar.vtexassets.com/arquivos/ids/262022/7500435185271_01.jpg?v=1771590134,696494,90164,752.0,752.0
Preservativo Prime ultra fino x 6 uni,Prime,,Perfumeria,https://www.carrefour.com.ar/preservativo-prime-ultra-fino-x-6-uni-690599/p,https://carrefourar.vtexassets.com/arquivos/ids/230383/7791519704604_02.jpg?v=1771588926,690599,83880,1220.0,1220.0
Shampoo Elvive 2 en 1 reparación total 5 400 cc.,Elvive,,Perfumeria,https://www.carrefour.com.ar/shampoo-elvive-2-en-1-reparacion-total-5-400-cc-698597/p,https://carrefourar.vtexassets.com/arquivos/ids/269180/7509552790122_01.jpg?v=1771590087,698597,93122,1105.0,1105.0
Gel Odol niños sabor tutti frutti 50 g.,Odol,"&quot;Gel dental para niños. Odolito con flúor asegura una eficaz acción protectora para la higiene bucal infantil. Su fórmula permite una limpieza segura sin dañar el esmalte.
Cepíllese adecuadamente los dientes después de cada comida, tres veces al día o según la recomendación de su odontólogo. Enjuagar completamente después del cepillado.&quot;",Perfumeria,https://www.carrefour.com.ar/gel-odol-ninos-sabor-tutti-frutti-50-g-717307/p,https://carrefourar.vtexassets.com/arquivos/ids/321009/7509546685847_01.jpg?v=1771609691,717307,131117,166.5,166.5
Polvo pédico Carrefour talquera 120 g.,Carrefour,,Perfumeria,https://www.carrefour.com.ar/polvo-pedico-carrefour-talquera-120-g-691743/p,https://carrefourar.vtexassets.com/arquivos/ids/248011/7791720025987_01.jpg?v=1771607541,691743,84744,207.0,207.0
Jabón líquido Lux jazmín repuesto 220 g.,Lux,"Disfrutá la fragancia y el cuidado de Lux Botanicals Jazmín para una piel irresistiblemente más suave. El jabón líquido Lux Botanicals Jazmín es la solución para una piel suave y con una exquisita fragancia con notas a jazmín. Los jabones corporales Lux hidratan profundamente, dejando la piel radiante y suavemente perfumada. Es un jabón con glicerina, sin parabenos combinando lo mejor de las fragancias delicadas con el cuidado e higiene que tu piel necesita. Además, de su fragancia, el jabón líquido para cuerpo Lux Botanicals genera una espuma cremosa transformando la ducha en un momento único, especial y relajante. Este jabón corporal contiene vitaminas C &amp; E.  ¡Probá la línea de jabones líquidos Lux Botanicals para un baño incomparable con la mezcla más delicada de fragancias para sentirte única, delicada y radiante todos los días! ¿CÓMO USARLO? i. Colocar unas gotas del producto entre las manos o la esponja hasta obtener espuma. ii. Masajear tu cuerpo para una piel irresistible suavemente y perfumada todos los días. iII. Aprovechá el toque aterciopelado de tu piel con Lux Botanicals Jazmín. ¡Usá el jabón líquido para el cuerpo Lux Botanicals Jazmín y disfrutá de una piel irresistiblemente suave! Descubrí los jabones líquidos y jabones en barra Lux Botanicals en sus diferentes variedades y exquisitas fragancias.",Perfumeria,https://www.carrefour.com.ar/jabon-liquido-lux-jazmin-repuesto-220-g-700164/p,https://carrefourar.vtexassets.com/arquivos/ids/298848/7791293044293_01.jpg?v=1771608526,700164,94924,325.0,325.0
Pasta Dental Colgate Sensitive Pro-Alivio Repara Esmalte 110 g.,Colgate,"La crema dental colgate Sensitive Pro Alivio con Tecnología Pro-Argin™ es la primera Crema dental que esta clinicamente comprobada para brindar alivio inmediato y duradero de la hipersensibilidad en dientes.
Beneficios: 
-Exclusiva fórmula Pro-Argin™ que ayuda a remineralizar el esmalte y hace los dientes más resistentes contra los constantes ataques de ácidos 
-También bloquea los canales expuestos en el esmalte dañado que causan sensibilidad en el centro del diente, para alivio instantáneo con aplicación directa, masajeando cada diente sensible durante 1 minuto 
-Con el uso regular, genera una capa reparadora que actúa como un sello y ayuda a reparar los dientes sensibles para una protección de larga duración 
Modo de uso: Cepíllese adecuadamente los dientes después de cada comida, tres veces al día por dos minutos. Enjuagar completamente después de cada cepillado.
Precauciones: La sensibilidad en los dientes puede indicar un problema serio que exige la supervisión de un odontólogo. Si los síntomas no desaparecen en cuatro semanas suspenda su uso y busque la orientación de un profesional. No ingerir. Producto sin acción terapéutica.",Perfumeria,https://www.carrefour.com.ar/pasta-dental-colgate-sensitive-pro-alivio-repara-esmalte-110-g-571194/p,https://carrefourar.vtexassets.com/arquivos/ids/276191/7891024100431_01.jpg?v=1771607135,571194,105395,903.0,903.0
Shampoo Pantene fuerza y reconstrucción 200 cc.,Pantene,,Perfumeria,https://www.carrefour.com.ar/shampoo-pantene-fuerza-y-reconstruccion-200-cc-716432/p,https://carrefourar.vtexassets.com/arquivos/ids/307283/7500435211871_02.jpg?v=1771610661,716432,126861,379.6,379.6
Desodorante Patrichs perf aero aviator 150 cc.,Patrichs,"El desodorante para hombre Patrich Aviator es sin duda la fragancia preferida de la línea a lo largo de los años. Cada hombre tiene una fragancia única, busca la tuya. Comienza con la frescura dada por notas marinas, limón y las notas verdes del cilantro aromático. El corazón de esta fragancia es floral masculino, dado por la combinación de geranio y flor de naranjo/azahar. Al final, termina con notas amaderadas como cedro y musgo, enriquecidas con notas almizcladas. La clave para mantener la transpiración y el olor corporal bajo control es usando un buen body spray. ¡PATRICHS una fragancia para todos los días!¿CÓMO USARLO? Los Desodorantes Aerosol PATRICHS se usan del siguiente modo: colocar a 15-20 cm y aplicar el Body Spray por el torso.  ¿Ha probado todas nuestras variedades? PATRICHS  tiene un rango de fragancias alternativas disponibles, con la misma frescura: Desodorante en aerosol Terra y Black Label.Precauciones: No pulverizar cerca de llama. No exponer al sol ni a temperaturas mayores a 50 °C. Proteger los ojos durante la aplicación. No perforar ni incinerar. Evitar inhalación directa. No aplicar sobre piel excesivamente húmeda, irritada o lastimada. Discontinuar su uso si aparecen síntomas de irritación, enrojecimiento o alguna molestia. Dejar fuera del alcance de los niños.",Perfumeria,https://www.carrefour.com.ar/desodorante-patrichs-perf-aero-aviator-150-cc-710002/p,https://carrefourar.vtexassets.com/arquivos/ids/263041/7791293046792_01.jpg?v=1771590563,710002,109271,516.8,516.8
Shampoo Seda crema balance 340 cc.,Sedal,"Nuevo Shampoo SEDAL Crema Balance. Con nueva fórmula y tratamiento para el pelo, contiene Óleo de Argán, Vitamina E y Keratina, para una hidratación profunda de tu cabello ¡Logrando así una hidratación y suavidad increíble de la raíz a las puntas! Shampoo SEDAL crema Balance con Óleo de Argán, conocido por sus propiedades que aportan suavidad, con vitamina E que es conocida por fortalecer el cabello, y con Keratina que aporta mayor hidratación a tu cabello, dándole más brillo y protección. En un mundo vibrante y en constante cambio, podemos celebrar cada desafío con un cabello protegido, reparado, fuerte y bien cuidado. Con décadas de experiencia en cada envase, podés contar con nosotros para lograr el objetivo en esta tarea. Viene en sus 4 formatos: 10 ml, 190 ml, 300 ml y 650 ml. Modo de uso: coloca la crema de enjuague en la mano, aplícalo sobre el cabello, refuerza en las puntas, masajea suavemente y luego enjuaga. No ingerir. Evite el contacto con los ojos. En caso de contacto accidental, enjuáguelos con abundante agua fría. Discontinuar su uso si aparecen síntomas de irritación u otra reacción desfavorable. Los productos para el pelo Sedal tienen la certificación PETA: Globalmente, Sedal no testea en animales.",Perfumeria,https://www.carrefour.com.ar/shampoo-seda-crema-balance-340-cc-715074/p,https://carrefourar.vtexassets.com/arquivos/ids/272808/7791293045740_01.jpg?v=1771590307,715074,121870,575.0,575.0
Espirales Raid mosquitos doble acción x 4 uni,Raid,,Perfumeria,https://www.carrefour.com.ar/espirales-raid-mosquitos-doble-accion-x-4-uni-591556/p,https://carrefourar.vtexassets.com/arquivos/ids/258063/7790520010469_01.jpg?v=1771589671,591556,106458,91.2,91.2
Shampoo Head &amp; Shoulders manzana 375 cc.,Head &amp; Shoulders,,Perfumeria,https://www.carrefour.com.ar/shampoo-head-y-shoulders-manzana-375-cc-712781/p,https://carrefourar.vtexassets.com/arquivos/ids/320905/7500435206587_02.jpg?v=1771609583,712781,118443,1095.0,1095.0
Esponja Calypso natural niños x 1uni,Calypso,,Perfumeria,https://www.carrefour.com.ar/esponja-calypso-natural-ninos-x-1uni-402376/p,https://carrefourar.vtexassets.com/arquivos/ids/252599/7794440018246_02.jpg?v=1771610464,402376,97537,119.93,119.93
Toallitas femeninas Always nocturna maxima proteccion suave 8 uni,Always,"Nuevas toallitas Always Nocturna Máxima Protección Suave, diseñadas para que duermas toda la noche sin preocupaciones. Únicas por su sistema de Protección 4X: 1. son Súper Suaves 2. tienen Nuevos Canales UltraFlex que se adaptan a tu cuerpo y 3. distribuyen y retienen mejor el flujo para que te sientas súper cómoda 4. tiene Tecnología SkinProtect que previene irritaciones de la piel íntima. Su cubierta es tan suave como el algodón* y  su estructura es fina. Son más Largas que las Always Triple Protección para brindarte extraprotección mientras dormís.",Perfumeria,https://www.carrefour.com.ar/toallitas-femeninas-always-nocturna-maxima-proteccion-suave-8-uni-704340/p,https://carrefourar.vtexassets.com/arquivos/ids/311137/7500435178907_02.jpg?v=1771599307,704340,100530,472.3,472.3
Jabón tocador Campos Verdes pausa 120 g.,Campos Verdes,,Perfumeria,https://www.carrefour.com.ar/jabon-tocador-campos-verdes-pausa-120-g-707249/p,https://carrefourar.vtexassets.com/arquivos/ids/258097/7790990000960_02.jpg?v=1771590197,707249,105829,137.5,137.5
Hidratación Cicatricure intensiva reparación corporal 400 ml.,Cicatricure,"&quot;INFORMACIÓN DEL PRODUCTO
Crema corporal Cicatricure  hidratación intensiva. Cicatricure Reparación fortalece la barrera de la piel ayudando a prevenir la descamación. Ayuda a reparar la resequedad al hidratar la piel, promoviendo la regeneración. Hidratación por 24 hs y rápida absorción.

BENEFICIOS
- REPARACIÓN: Ayuda a prevenir la descamación
- HIDRATA: Ayuda a reparar la resequedad al hidratar la piel
- FÓRMULA: Su fórmula nutritiva de hidratación prolongada contiene un complejo de multivitaminas con un efecto anti envejecimiento que actúa sobre la matriz de la piel 
- PIEL HUMECTADA: Piel más humectada y visiblemente más elástica y suave

MODO DE USO
Aplicar diariamente en todo el cuerpo realizando un suave masaje con movimientos circulares hasta que la crema se absorba por completo.&quot;",Perfumeria,https://www.carrefour.com.ar/hidratacion-cicatricure-intensiva-reparacion-corporal-400-ml-672671/p,https://carrefourar.vtexassets.com/arquivos/ids/309705/7798140254409_02.jpg?v=1771590287,672671,34660,1180.0,1180.0
Shampoo Seda crema balance 650 cc.,Sedal,,Perfumeria,https://www.carrefour.com.ar/shampoo-seda-crema-balance-650-cc-715075/p,https://carrefourar.vtexassets.com/arquivos/ids/315105/7791293045801_01.jpg?v=1771607597,715075,121878,1030.0,1030.0
Máquina de afeitar Gillette sensitive prestobarba3 x 8 uni,Gillette,,Perfumeria,https://www.carrefour.com.ar/maquina-de-afeitar-gillette-sensitive-prestobarba3-x-8-uni-696499/p,https://carrefourar.vtexassets.com/arquivos/ids/306656/7500435185257_01.jpg?v=1771600106,696499,90144,2300.0,2300.0
Toallitas Doncella normal con alas 8 u.,Doncella,,Perfumeria,https://www.carrefour.com.ar/toallitas-doncella-normal-con-alas-8-u/p,https://carrefourar.vtexassets.com/arquivos/ids/308125/7790940216151_01.jpg?v=1771581451,628460,26982,172.7,172.7
Toalla femenina Doncella nocturna con alas x 8 uni,Doncella,,Perfumeria,https://www.carrefour.com.ar/toalla-femenina-doncella-nocturna-con-alas-x-8-uni-694488/p,https://carrefourar.vtexassets.com/arquivos/ids/234988/7790940216243_02.jpg?v=1771599572,694488,86766,213.21,213.21
Jabón de tocador Campos Verdes energia 120 g.,Campos Verdes,,Perfumeria,https://www.carrefour.com.ar/jabon-de-tocador-campos-verdes-energia-120-g-707250/p,https://carrefourar.vtexassets.com/arquivos/ids/258098/7790990000977_02.jpg?v=1771590224,707250,105800,137.5,137.5
Cepillo Dental Colgate 360° Luminous White 2 uni,Colgate,Dientes más blancos,Perfumeria,https://www.carrefour.com.ar/cepillo-dental-colgate-360-luminous-white-2-uni-564761/p,https://carrefourar.vtexassets.com/arquivos/ids/323993/7509546055152_01.jpg?v=1771608099,564761,19857,823.0,823.0
Maquina de afeitar Confort 3 Bic 4 u.,Bic,,Perfumeria,https://www.carrefour.com.ar/maquina-de-afeitar-confort-3-bic-4-u/p,https://carrefourar.vtexassets.com/arquivos/ids/170467/70330734401_01.jpg?v=1771606207,662248,16435,721.0,721.0
Protectores largos Nosotras con aloe x 15 uni,Nosotras,"Protectores Diarios Nosotras Largos x 15 unidades. Ahora con Aloe Vera para mayor hidratación y cuidado de tu piel. Además son 3 cms más largos que un protector normal, ideal para los días previos y posteriores a tu período. Sentite segura y confiada durante todo el día!",Perfumeria,https://www.carrefour.com.ar/protectores-largos-nosotras-con-aloe-x-15-uni-697352/p,https://carrefourar.vtexassets.com/arquivos/ids/271946/7790770601578_01.jpg?v=1771605942,697352,91518,354.0,354.0
Acondicionador Tío Nacho herbolaria milenaria recargable doypack 400 ml.,Tío Nacho,"&quot;INFORMACIÓN DEL PRODUCTO
Acondicionador Tío Nacho Herbolaria Milenaria RECARGABLE, con jalea real, ortiga y extractos anti caída de origen natural.

BENEFICIOS
- FORTALECIMIENTO CAPILAR: Acondicionador que combina una serie de extractos de origen natural con propiedades que nutren y fortalecen la raíz
- LIMPIAN: Limpian a profundidad el folículo y ayudan a eliminar el exceso de sebo en el cuero cabelludo.
- REALMENTE NATURAL: La selección de los ingredientes más poderosos de la naturaleza que fortalecerán tu cabello hebra por hebra.
- ANTI-CAÍDA: Estimula el crecimiento y ayuda a revitalizar el cabello frágil y en situación de caída.

MODO DE USO
USO DIARIO
Luego de lavar tu cabello con el shampoo Tío Nacho Herbolaria, aplica sobre el pelo mojado de medios a puntas. Deja reposar y enjuaga bien.&quot;",Perfumeria,https://www.carrefour.com.ar/acondicionador-tio-nacho-herbolaria-milenaria-recargable-doypack-400-ml-666173/p,https://carrefourar.vtexassets.com/arquivos/ids/309630/7798140253792_02.jpg?v=1771608392,666173,20226,614.9,614.9
Shampoo Dove sport active + fresh 3 en 1 400 cc.,Dove,,Perfumeria,https://www.carrefour.com.ar/shampoo-dove-sport-active-plus-fresh-3-en-1-400-cc-697866/p,https://carrefourar.vtexassets.com/arquivos/ids/241871/7791293045542_02.jpg?v=1771590235,697866,91500,851.17,851.17
Esponja de baño Calypso clásica,Calypso,,Perfumeria,https://www.carrefour.com.ar/esponja-de-bano-calypso-clasica-18101/p,https://carrefourar.vtexassets.com/arquivos/ids/175458/7794440018208_02.jpg?v=1771608481,398725,18101,139.0,139.0
Jabón liquido sports Ecovita dp 800 cc.,Ecovita,,Perfumeria,https://www.carrefour.com.ar/jabon-liquido-sports-ecovita-dp-800-cc/p,https://carrefourar.vtexassets.com/arquivos/ids/262297/7798124362106_01.jpg?v=1771601362,679994,52598,320.25,320.25
Máquina recargable para depilar Venus skin comfort spa 1 uni,Gillette,,Perfumeria,https://www.carrefour.com.ar/maquina-recargable-para-depilar-venus-skin-confort-spa-1-uni-688914/p,https://carrefourar.vtexassets.com/arquivos/ids/306456/7500435192927_01.jpg?v=1771601044,688914,82209,1175.0,1175.0
Acondicionador Plusbelle óleo de abisinia esencia 700 cc.,Plusbelle,,Perfumeria,https://www.carrefour.com.ar/acondicionador-plusbelle-oleo-de-abisinia-esencia-700-cc-706114/p,https://carrefourar.vtexassets.com/arquivos/ids/256689/7790740508944_01.jpg?v=1771592769,706114,105137,479.0,479.0
Shampoo Tío nacho aloe vera doypack 400 ml.,Tío Nacho,"&quot;INFORMACIÓN DEL PRODUCTO
Shampoo Tío Nacho Anti-Daño, gracias a la combinación de jalea real y aloe vera 100% orgánico, ofrece un tratamiento de reparación intensa para el pelo dañado desde el primer uso.

BENEFICIOS
- REPARACIÓN PROFUNDA: Un tratamiento completo de reparación intensa para el cabello dañado con ingredientes de origen natural.
- ANTI-DAÑO: Tu pelo reparado, suave, manejable, con brillo y con aspecto saludable, de la raíz a las puntas.
- REALMENTE NATURAL: Protege y repara tu pelo sin necesidad de tantos químicos. Tío Nacho Anti-Daño Aloe Vera contiene 96% de ingredientes naturales y está libre de parabenos, siliconas y sal.
- REALMENTE SUSTENTABLE: El nuevo Tío Nacho Anti Daño Recargable es amigable con el medio ambiente y tiene 79% menos de material de empaque que cualquier otro shampoo o acondicionador. 
- REALMENTE ACCESIBLE: Conseguí Tío Nacho Anti Daño Recargable a un precio súper accesible.

MODO DE USO
USO DIARIO
Aplica una cantidad suficiente sobre el pelo mojado, distribuyendo con un ligero masaje por el cuero cabelludo. Enjuaga con agua y repetí si es necesario.&quot;",Perfumeria,https://www.carrefour.com.ar/shampoo-ti-nacho-aloe-vera-doypack-400-ml-697036/p,https://carrefourar.vtexassets.com/arquivos/ids/309900/7798140255819_02.jpg?v=1771589530,697036,91306,614.9,614.9
Antitranspirante Secret powder fresh 48 g.,Secret,,Perfumeria,https://www.carrefour.com.ar/antitranspirante-secret-powder-fresh-48-g-690246/p,https://carrefourar.vtexassets.com/arquivos/ids/229127/37000124429_02.jpg?v=1771590167,690246,83636,905.0,905.0
Shampoo Elvive colorvive 400 cc.,Elvive,,Perfumeria,https://www.carrefour.com.ar/shampoo-elvive-colorvive-400-cc-702715/p,https://carrefourar.vtexassets.com/arquivos/ids/269476/7509552816181_01.jpg?v=1771589185,702715,98172,1105.0,1105.0
Algodón Estrella premium 75 g.,Estrella,,Perfumeria,https://www.carrefour.com.ar/algodon-estrella-premium-75-g/p,https://carrefourar.vtexassets.com/arquivos/ids/308161/7790064000230_01.jpg?v=1771600364,509879,3741,345.08,345.08
Esponja de baño Carrefour pompón rosa x 1 uni,Carrefour,,Perfumeria,https://www.carrefour.com.ar/esponja-de-bano-carrefour-pompon-rosa-x-1-uni/p,https://carrefourar.vtexassets.com/arquivos/ids/233174/7798141713837_02.jpg?v=1771576132,438979,84218,147.0,147.0
Jabón humectante pure milk Nivea para todo tipo de piel x1 90 g.,Nivea,"El Jabón humectante Pure Milk NIVEA limpia, suaviza e hidrata la piel. Su fórmula con aroma a leche de arroz, deja la piel delicadamente perfumada con su espuma cremosa, incluso después del baño. Es adecuado para todo tipo de pieles.",Perfumeria,https://www.carrefour.com.ar/jabon-humectante-pure-milk-nivea-para-todo-tipo-de-piel-x1-90-g-708445/p,https://carrefourar.vtexassets.com/arquivos/ids/262495/4005900990518_01.jpg?v=1771606800,708445,106843,230.5,230.5
Máquina de afeitar reciclable Prestobarba3 cool 2 uni,Gillette,,Perfumeria,https://www.carrefour.com.ar/maquina-de-afeitar-reciclable-prestobarba3-cool-2-uni-701845/p,https://carrefourar.vtexassets.com/arquivos/ids/308157/7500435187855_01.jpg?v=1771589847,701845,97616,704.2,704.2
Protectores diarios Carrefour con perfume 20 u.,Carrefour,&lt;img src=&quot;https://contenidos.carrefour.com.ar/carrefourproductos/contenidocrf/Cenefas_toallitas.jpg&quot; alt=&quot;Imagen Samsung&quot; style=&quot;width:100%; display:block; margin: 20px auto 20px&quot;/&gt;,Perfumeria,https://www.carrefour.com.ar/protectores-diarios-carrefour-con-perfume-20-u/p,https://carrefourar.vtexassets.com/arquivos/ids/182235/7791720001943_01.jpg?v=1771609401,635578,22730,175.0,175.0
Crema para peinar Tresemmé anti frizz 200 cc.,Tresemmé,"Nueva Crema de Peinar Tresemmé Antifrizz Leave in. No deja el cabello pesado y es de fácil aplicación.TRESemmé Antifrizz Leave in indicado para cabellos rebeldes, sella las cutículas y controla el frizz manteniendo el movimiento natural.Modo de uso: Aplicar sobre el cabello mojado o seco, distribuyendo uniformemente en todo el largo. No enjuague. Peine y modele su cabello como de costumbre. Volver a aplicar si es necesario. Para un resultado profesional utiliza la línea completa",Perfumeria,https://www.carrefour.com.ar/crema-para-peinar-tresemme-anti-200-frizz-200-cc-709731/p,https://carrefourar.vtexassets.com/arquivos/ids/260044/7891150087460_01.jpg?v=1771589828,709731,109096,544.7,544.7
Toalla femenina Kotex nocturna 16 uni,Kotex,,Perfumeria,https://www.carrefour.com.ar/toalla-femenina-kotex-nocturna-16-uni-690324/p,https://carrefourar.vtexassets.com/arquivos/ids/323975/7794626011566_01.jpg?v=1771589778,690324,83932,1050.0,1050.0
Tampones Carrefour super 8 u.,Carrefour,,Perfumeria,https://www.carrefour.com.ar/tampones-carrefour-super-8-u/p,https://carrefourar.vtexassets.com/arquivos/ids/185516/7791720002186_01.jpg?v=1771608392,603362,16375,239.01,239.01
Máquina de afeitar Bic Comfort 3 sentisitive 2 u.,Bic,,Perfumeria,https://www.carrefour.com.ar/maquina-de-afeitar-bic-comfort-3-sentisitive-2-u/p,https://carrefourar.vtexassets.com/arquivos/ids/308060/70330717527_01.jpg?v=1771603822,395377,10104,463.0,463.0
Cepillo dental Oral-B clean indicator color collection 4 uni,Oral B,"El cepillo Oral-B Indicator Color Collection cuida tu sonrisa y dale la protección que necesita. Cuenta con cerdas de punta redondeada que ayudan a cuidar tus encías. Sus cerdas azules se decoloran hasta por la mitad señalando que es tiempo de remplazar tu cepillo dental. La suavidad de sus cerdas ayuda a cuidar tus encías. Además, cuanta con un mango ergonómico para un mejor manejo y control a la hora del cepillado. Cuida de tu sonrisa con los productos que Oral-B tiene para ti.",Perfumeria,https://www.carrefour.com.ar/cepillo-dental-oral-b-clean-indicator-color-collection-4-uni-696487/p,https://carrefourar.vtexassets.com/arquivos/ids/311093/7500435155540_02.jpg?v=1771610790,696487,90155,1291.6,1291.6
Toallitas Algabo micelares wipes 25 uni,Genérico,,Perfumeria,https://www.carrefour.com.ar/toallitas-algabo-micelares-wipes-25-uni-712491/p,https://carrefourar.vtexassets.com/arquivos/ids/267643/7791274198564_02.jpg?v=1771598236,712491,117998,450.31,450.31
Acondicionador Elvive keraliso sedosidad 400 cc.,Elvive,,Perfumeria,https://www.carrefour.com.ar/acondicionador-elvive-keraliso-sedosidad-400-cc-702729/p,https://carrefourar.vtexassets.com/arquivos/ids/269434/7509552791303_01.jpg?v=1771607662,702729,98204,1105.0,1105.0
Jabón de tocador Carrefour 3 x 125 g.,Carrefour,&lt;img src=&quot;https://contenidos.carrefour.com.ar/carrefourproductos/contenidocrf/Cenefas_jabon_tocador.jpg&quot; alt=&quot;Imagen Samsung&quot; style=&quot;width:100%; display:block; margin: 20px auto 20px&quot;/&gt;,Perfumeria,https://www.carrefour.com.ar/jabon-de-tocador-carrefour-3-x-125-g/p,https://carrefourar.vtexassets.com/arquivos/ids/178403/7798159719104_01.jpg?v=1771607542,604993,19326,338.4,338.4
Protectores diarios Nosotras multiestilo x 100 uni,Nosotras,"Protectores Diarios Nosotras Multiestilo x 100 unidades. Ahora con Aloe Vera para mayor hidratación y cuidado de tu piel. Además se adapta a cualquier tipo de ropa interior! Mantenete cómoda, fresca y limpia durante todo el día!",Perfumeria,https://www.carrefour.com.ar/protectores-diarios-nosotras-multiestilo-x-100-uni-697324/p,https://carrefourar.vtexassets.com/arquivos/ids/271962/7790770601561_01.jpg?v=1771607596,697324,90460,1113.0,1113.0
Enjuague bucal fresh Algabo 250 cc.,Algabo,,Perfumeria,https://www.carrefour.com.ar/enjuague-bucal-fresh-algabo-250-cc/p,https://carrefourar.vtexassets.com/arquivos/ids/308074/7791274198793_01.jpg?v=1771593623,674076,39077,433.8,433.8
Acondicionadr Sedal crema balance 650 cc.,Sedal,,Perfumeria,https://www.carrefour.com.ar/acondicionadr-sedal-crema-balance-650-cc-715071/p,https://carrefourar.vtexassets.com/arquivos/ids/315204/7791293045993_01.jpg?v=1771606706,715071,121874,1030.0,1030.0
Pasta Dental Colgate Luminous Charcoal 90 g.,Colgate,,Perfumeria,https://www.carrefour.com.ar/pasta-dental-colgate-luminous-charcoal-90-g-661983/p,https://carrefourar.vtexassets.com/arquivos/ids/319407/7509546651057_01.jpg?v=1771609400,661983,19879,941.0,941.0
Antitranspirante en crema Rexona odorono 60 g.,Rexona,,Perfumeria,https://www.carrefour.com.ar/antitranspirante-en-crema-rexona-odorono-60-g-717733/p,https://carrefourar.vtexassets.com/arquivos/ids/309345/77987983_01.jpg?v=1771603820,717733,137547,293.5,293.5
Jabón de tocador Kenia glicerina x3 90 g.,Kenia,,Perfumeria,https://www.carrefour.com.ar/jabon-de-tocador-kenia-glicerina-x3-90-g-411681/p,https://carrefourar.vtexassets.com/arquivos/ids/314097/7790828101555_02.jpg?v=1771589970,411681,118452,450.85,450.85
Toalla Plenitud esencial larga femme x 8 uni,Plenitud,,Perfumeria,https://www.carrefour.com.ar/toalla-plenitud-esencial-larga-femme-x-8-uni/p,https://carrefourar.vtexassets.com/arquivos/ids/277247/7794626011481_01.jpg?v=1771590204,687198,80157,584.0,584.0
Protectores diarios Carefree largos x 60 uni,Carefree,,Perfumeria,https://www.carrefour.com.ar/protectores-diarios-carefree-largos-x-60-uni-693000/p,https://carrefourar.vtexassets.com/arquivos/ids/275063/7790010002325_01.jpg?v=1771603818,693000,86460,1370.0,1370.0
Pasta Dental Colgate Luminous White Lovers Café 70 g.,Colgate,,Perfumeria,https://www.carrefour.com.ar/pasta-dental-colgate-luminous-white-lovers-cafe-70-g-687520/p,https://carrefourar.vtexassets.com/arquivos/ids/217685/7509546667577_01.jpg?v=1771592230,687520,81258,1128.32,1128.32
Pasta dental Sensodyne multiprotección 90 g.,Sensodyne,"Sensodyne Multi Protección Fórmula Avanzada, promueve 24 horas* de protección contra la sensibilidad. Además, contiene citrato de zinc que con el cepillado habitual ayuda a mantener las encías sanas.",Perfumeria,https://www.carrefour.com.ar/pasta-dental-sensodyne-multiproteccion-90-g/p,https://carrefourar.vtexassets.com/arquivos/ids/181217/7896009419294_01a.jpg?v=1771590162,508894,7823,706.0,706.0
Antitranspirante en aerosol Dove pera y aloe vera 150 cc.,Dove,,Perfumeria,https://www.carrefour.com.ar/antitranspirante-en-aerosol-dove-pera-y-aloe-vera-150-cc-717761/p,https://carrefourar.vtexassets.com/arquivos/ids/309377/7791293048505_01.jpg?v=1771601426,717761,137634,658.0,658.0
Cepillo de Dientes Colgate Kids 2 uni,Colgate,Recomendado para niños mayores de 5 años&lt;p&gt;Beneficios:,Perfumeria,https://www.carrefour.com.ar/cepillo-de-dientes-colgate-kids-2-uni-626865/p,https://carrefourar.vtexassets.com/arquivos/ids/323997/7509546073453_01.jpg?v=1771595600,626865,23262,270.0,270.0
Antitranspirante roll on Rexona invisible 50 cc.,Rexona,,Perfumeria,https://www.carrefour.com.ar/antitranspirante-roll-on-rexona-invisible-50-cc-714731/p,https://carrefourar.vtexassets.com/arquivos/ids/272720/78944831_01.jpg?v=1771607664,714731,121397,367.0,367.0
Antitranspirante en roll on Hinds flowers 60 g.,Hinds,HINDS FLOWERS Antitranspirante ofrece protección durante 24 hs al mismo tiempo que humecta la piel gracias a su fórmula sin alcohol.,Perfumeria,https://www.carrefour.com.ar/antitranspirante-en-roll-on-hinds-flowers-60-g/p,https://carrefourar.vtexassets.com/arquivos/ids/175592/7794640171376_01.jpg?v=1771607243,576059,8030,316.0,316.0
